Team,Round,Date,Year,Total Points
Greater Western Sydney,R5,2/5/2015,2015,4.9
Greater Western Sydney,R5,20/4/2014,2014,10.12
Greater Western Sydney,R5,20/4/2019,2019,11.16
Greater Western Sydney,R5,21/4/2018,2018,9.19
Greater Western Sydney,R5,22/4/2017,2017,15.15
Greater Western Sydney,R5,24/4/2016,2016,19.12
Greater Western Sydney,R5,27/4/2013,2013,16.8
Greater Western Sydney,R5,28/4/2012,2012,9.8
Greater Western Sydney,R5,5/7/2020,2020,13.5
Greater Western Sydney,R6,12/7/2020,2020,6.1
Greater Western Sydney,R6,22/4/2022,2022,8.12
Greater Western Sydney,R6,22/4/2023,2023,13.9
Greater Western Sydney,R6,23/4/2021,2021,9.11
Greater Western Sydney,R6,26/4/2014,2014,13.16
Greater Western Sydney,R6,27/4/2019,2019,18.12
Greater Western Sydney,R6,28/4/2017,2017,11.9
Greater Western Sydney,R6,28/4/2018,2018,10.17
Greater Western Sydney,R6,30/4/2016,2016,24.14
Greater Western Sydney,R6,4/5/2013,2013,12.9
Greater Western Sydney,R6,6/5/2012,2012,6.7
Greater Western Sydney,R6,9/5/2015,2015,16.12
Greater Western Sydney,R7,1/5/2021,2021,15.16
Greater Western Sydney,R7,12/5/2012,2012,13.16
Greater Western Sydney,R7,12/5/2013,2013,7.1
Greater Western Sydney,R7,16/5/2015,2015,19.21
Greater Western Sydney,R7,18/7/2020,2020,10.8
Greater Western Sydney,R7,29/4/2023,2023,17.5
Greater Western Sydney,R7,3/5/2014,2014,15.7
Greater Western Sydney,R7,30/4/2022,2022,17.11
Greater Western Sydney,R7,4/5/2018,2018,4.8
Greater Western Sydney,R7,4/5/2019,2019,18.6
Greater Western Sydney,R7,5/5/2017,2017,12.13
Greater Western Sydney,R7,7/5/2016,2016,14.11
Greater Western Sydney,R8,11/5/2014,2014,12.5
Greater Western Sydney,R8,12/5/2018,2018,8.13
Greater Western Sydney,R8,12/5/2019,2019,5.8
Greater Western Sydney,R8,13/5/2017,2017,15.12
Greater Western Sydney,R8,14/5/2016,2016,22.17
Greater Western Sydney,R8,18/5/2013,2013,9.3
Greater Western Sydney,R8,20/5/2012,2012,5.1
Greater Western Sydney,R8,23/5/2015,2015,16.12
Greater Western Sydney,R8,24/7/2020,2020,9.8
Greater Western Sydney,R8,6/5/2023,2023,10.11
Greater Western Sydney,R8,7/5/2022,2022,4.11
Greater Western Sydney,R8,8/5/2021,2021,16.11
Greater Western Sydney,R9,14/5/2023,2023,7.13
Greater Western Sydney,R9,15/5/2021,2021,12.11
Greater Western Sydney,R9,15/5/2022,2022,11.9
Greater Western Sydney,R9,19/5/2018,2018,9.15
Greater Western Sydney,R9,19/5/2019,2019,20.18
Greater Western Sydney,R9,2/8/2020,2020,9.7
Greater Western Sydney,R9,20/5/2017,2017,11.12
Greater Western Sydney,R9,22/5/2016,2016,15.8
Greater Western Sydney,R9,25/5/2013,2013,8.7
Greater Western Sydney,R9,26/5/2012,2012,7.11
Greater Western Sydney,R9,30/5/2015,2015,11.2
Greater Western Sydney,SF,14/9/2019,2019,12.11
Greater Western Sydney,SF,15/9/2018,2018,9.5
Greater Western Sydney,SF,16/9/2017,2017,19.11
Greater Western Sydney,SF,16/9/2023,2023,13.15
Greater Western Sydney,SF,3/9/2021,2021,10.8
Hawthorn,GF,27/9/2014,2014,21.11
Hawthorn,GF,28/9/2013,2013,11.11
Hawthorn,GF,29/9/2012,2012,11.15
Hawthorn,GF,3/10/2015,2015,16.11
Hawthorn,PF,20/9/2013,2013,14.18
Hawthorn,PF,20/9/2014,2014,15.7
Hawthorn,PF,22/9/2012,2012,13.19
Hawthorn,PF,25/9/2015,2015,15.4
Hawthorn,QF,11/9/2015,2015,9.1
Hawthorn,QF,5/9/2014,2014,15.14
Hawthorn,QF,6/9/2013,2013,15.15
Hawthorn,QF,6/9/2018,2018,9.1
Hawthorn,QF,7/9/2012,2012,20.15
Hawthorn,QF,9/9/2016,2016,12.11
Hawthorn,R1,1/4/2013,2013,12.14
Hawthorn,R1,19/3/2023,2023,9.11
Hawthorn,R1,20/3/2021,2021,14.8
Hawthorn,R1,20/3/2022,2022,11.12
Hawthorn,R1,22/3/2014,2014,21.13
Hawthorn,R1,22/3/2020,2020,14.6
Hawthorn,R1,23/3/2019,2019,12.15
Hawthorn,R1,24/3/2018,2018,15.11
Hawthorn,R1,25/3/2017,2017,12.19
Hawthorn,R1,28/3/2016,2016,12.14
Hawthorn,R1,30/3/2012,2012,20.17
Hawthorn,R1,6/4/2015,2015,17.21
Hawthorn,R10,2/6/2012,2012,27.12
Hawthorn,R10,2/6/2013,2013,21.17
Hawthorn,R10,21/5/2023,2023,22.1
Hawthorn,R10,22/5/2021,2021,9.9
Hawthorn,R10,22/5/2022,2022,18.9
Hawthorn,R10,24/5/2014,2014,13.8
Hawthorn,R10,25/5/2019,2019,12.8
Hawthorn,R10,26/5/2017,2017,12.9
Hawthorn,R10,27/5/2018,2018,9.6
Hawthorn,R10,28/5/2016,2016,21.9
Hawthorn,R10,7/6/2015,2015,20.12
Hawthorn,R11,1/6/2014,2014,14.1
Hawthorn,R11,1/6/2017,2017,7.5
Hawthorn,R11,1/6/2019,2019,10.6
Hawthorn,R11,10/6/2012,2012,16.12
Hawthorn,R11,10/8/2020,2020,4.8
Hawthorn,R11,2/6/2018,2018,9.1
Hawthorn,R11,27/5/2023,2023,12.16
Hawthorn,R11,28/5/2022,2022,7.12
Hawthorn,R11,29/5/2021,2021,11.1
Hawthorn,R11,4/6/2016,2016,11.16
Hawthorn,R12,10/6/2016,2016,23.13
Hawthorn,R12,10/6/2017,2017,12.7
Hawthorn,R12,14/6/2013,2013,15.12
Hawthorn,R12,16/8/2020,2020,7.7
Hawthorn,R12,17/6/2012,2012,19.21
Hawthorn,R12,18/6/2015,2015,17.12
Hawthorn,R12,3/6/2023,2023,14.12
Hawthorn,R12,5/6/2022,2022,10.8
Hawthorn,R12,7/6/2014,2014,19.9
Hawthorn,R13,10/6/2023,2023,15.8
Hawthorn,R13,11/6/2021,2021,14.5
Hawthorn,R13,11/6/2022,2022,12.1
Hawthorn,R13,13/6/2014,2014,18.1
Hawthorn,R13,14/6/2019,2019,11.11
Hawthorn,R13,16/6/2018,2018,12.16
Hawthorn,R13,17/6/2016,2016,14.9
Hawthorn,R13,21/6/2013,2013,19.9
Hawthorn,R13,22/8/2020,2020,9.4
Hawthorn,R13,27/6/2015,2015,16.18
Hawthorn,R14,20/6/2021,2021,10.13
Hawthorn,R14,21/6/2014,2014,17.13
Hawthorn,R14,21/6/2019,2019,9.9
Hawthorn,R14,22/6/2017,2017,14.12
Hawthorn,R14,23/6/2018,2018,13.18
Hawthorn,R14,26/6/2016,2016,12.14
Hawthorn,R14,27/8/2020,2020,10.11
Hawthorn,R14,29/6/2012,2012,18.12
Hawthorn,R14,3/7/2015,2015,15.11
Hawthorn,R14,30/6/2013,2013,21.17
Hawthorn,R15,1/9/2020,2020,7.6
Hawthorn,R15,12/7/2015,2015,17.13
Hawthorn,R15,2/7/2017,2017,18.1
Hawthorn,R15,24/6/2022,2022,12.11
Hawthorn,R15,25/6/2023,2023,5.4
Hawthorn,R15,27/6/2021,2021,13.12
Hawthorn,R15,28/6/2014,2014,17.14
Hawthorn,R15,29/6/2019,2019,9.17
Hawthorn,R15,30/6/2018,2018,13.6
Hawthorn,R15,6/7/2013,2013,10.12
Hawthorn,R15,8/7/2012,2012,28.25
Hawthorn,R16,13/7/2013,2013,19.1
Hawthorn,R16,15/7/2012,2012,17.14
Hawthorn,R16,18/7/2015,2015,23.8
Hawthorn,R16,2/7/2023,2023,7.1
Hawthorn,R16,3/7/2021,2021,7.11
Hawthorn,R16,3/7/2022,2022,7.8
Hawthorn,R16,4/7/2014,2014,13.1
Hawthorn,R16,5/7/2019,2019,9.13
Hawthorn,R16,6/9/2020,2020,9.12
Hawthorn,R16,7/7/2016,2016,15.11
Hawthorn,R16,7/7/2018,2018,19.8
Hawthorn,R16,8/7/2017,2017,14.13
Hawthorn,R17,10/7/2021,2021,6.1
Hawthorn,R17,10/7/2022,2022,13.8
Hawthorn,R17,11/7/2014,2014,15.14
Hawthorn,R17,13/7/2019,2019,12.12
Hawthorn,R17,13/9/2020,2020,6.4
Hawthorn,R17,14/7/2016,2016,11.9
Hawthorn,R17,14/7/2018,2018,9.11
Hawthorn,R17,15/7/2017,2017,12.13
Hawthorn,R17,20/7/2013,2013,13.17
Hawthorn,R17,21/7/2012,2012,21.12
Hawthorn,R17,24/7/2015,2015,27.11
Hawthorn,R17,8/7/2023,2023,10.12
Hawthorn,R18,16/7/2023,2023,12.16
Hawthorn,R18,17/7/2021,2021,12.7
Hawthorn,R18,17/7/2022,2022,15.12
Hawthorn,R18,20/9/2020,2020,17.6
Hawthorn,R18,21/7/2019,2019,12.13
Hawthorn,R18,22/7/2017,2017,15.1
Hawthorn,R18,22/7/2018,2018,18.16
Hawthorn,R18,24/7/2016,2016,16.18
Hawthorn,R18,26/7/2013,2013,22.11
Hawthorn,R18,26/7/2014,2014,15.14
Hawthorn,R18,27/7/2012,2012,27.18
Hawthorn,R18,31/7/2015,2015,7.11
Hawthorn,R19,22/7/2023,2023,15.5
Hawthorn,R19,23/7/2022,2022,19.7
Hawthorn,R19,24/7/2021,2021,13.5
Hawthorn,R19,27/7/2019,2019,7.18
Hawthorn,R19,28/7/2017,2017,10.12
Hawthorn,R19,29/7/2018,2018,17.1
Hawthorn,R19,3/8/2012,2012,17.14
Hawthorn,R19,3/8/2013,2013,9.12
Hawthorn,R19,3/8/2014,2014,16.11
Hawthorn,R19,30/7/2016,2016,10.14
Hawthorn,R19,8/8/2015,2015,13.1
Hawthorn,R2,1/4/2017,2017,13.11
Hawthorn,R2,12/4/2015,2015,11.1
Hawthorn,R2,12/6/2020,2020,7.5
Hawthorn,R2,2/4/2018,2018,17.16
Hawthorn,R2,26/3/2022,2022,19.6
Hawthorn,R2,26/3/2023,2023,4.13
Hawthorn,R2,28/3/2014,2014,13.12
Hawthorn,R2,28/3/2021,2021,7.7
Hawthorn,R2,3/4/2016,2016,14.15
Hawthorn,R2,31/3/2019,2019,13.9
Hawthorn,R2,7/4/2013,2013,23.1
Hawthorn,R2,9/4/2012,2012,13.12
Hawthorn,R20,1/8/2021,2021,14.8
Hawthorn,R20,12/8/2012,2012,24.15
Hawthorn,R20,15/8/2015,2015,19.7
Hawthorn,R20,2/8/2019,2019,9.1
Hawthorn,R20,30/7/2022,2022,9.9
Hawthorn,R20,30/7/2023,2023,14.9
Hawthorn,R20,4/8/2018,2018,16.11
Hawthorn,R20,6/8/2016,2016,11.15
Hawthorn,R20,6/8/2017,2017,9.1
Hawthorn,R20,9/8/2013,2013,14.18
Hawthorn,R20,9/8/2014,2014,17.13
Hawthorn,R21,11/8/2018,2018,10.11
Hawthorn,R21,13/8/2016,2016,14.12
Hawthorn,R21,13/8/2017,2017,18.8
Hawthorn,R21,16/8/2013,2013,18.11
Hawthorn,R21,17/8/2014,2014,13.13
Hawthorn,R21,19/8/2012,2012,19.15
Hawthorn,R21,21/8/2015,2015,13.8
Hawthorn,R21,5/8/2023,2023,16.9
Hawthorn,R21,6/8/2022,2022,10.1
Hawthorn,R21,8/8/2021,2021,15.7
Hawthorn,R21,9/8/2019,2019,13.7
Hawthorn,R22,13/8/2023,2023,9.13
Hawthorn,R22,14/8/2021,2021,9.1
Hawthorn,R22,14/8/2022,2022,9.13
Hawthorn,R22,18/8/2018,2018,12.8
Hawthorn,R22,18/8/2019,2019,18.1
Hawthorn,R22,19/8/2016,2016,10.7
Hawthorn,R22,19/8/2017,2017,10.1
Hawthorn,R22,23/8/2014,2014,14.1
Hawthorn,R22,24/8/2013,2013,17.15
Hawthorn,R22,25/8/2012,2012,15.12
Hawthorn,R22,29/8/2015,2015,21.8
Hawthorn,R23,20/8/2023,2023,9.6
Hawthorn,R23,21/8/2021,2021,12.11
Hawthorn,R23,21/8/2022,2022,10.4
Hawthorn,R23,24/8/2019,2019,16.9
Hawthorn,R23,25/8/2017,2017,15.9
Hawthorn,R23,25/8/2018,2018,12.11
Hawthorn,R23,28/8/2016,2016,17.1
Hawthorn,R23,29/8/2014,2014,18.13
Hawthorn,R23,30/8/2013,2013,17.1
Hawthorn,R23,31/8/2012,2012,14.11
Hawthorn,R23,5/9/2015,2015,17.11
Hawthorn,R24,26/8/2023,2023,8.8
Hawthorn,R3,1/4/2023,2023,11.14
Hawthorn,R3,10/4/2016,2016,14.9
Hawthorn,R3,14/4/2013,2013,22.13
Hawthorn,R3,15/4/2012,2012,21.14
Hawthorn,R3,18/6/2020,2020,11.5
Hawthorn,R3,19/4/2015,2015,19.13
Hawthorn,R3,3/4/2022,2022,11.7
Hawthorn,R3,4/4/2014,2014,21.11
Hawthorn,R3,5/4/2021,2021,9.1
Hawthorn,R3,7/4/2019,2019,13.9
Hawthorn,R3,8/4/2018,2018,13.11
Hawthorn,R3,9/4/2017,2017,7.11
Hawthorn,R4,10/4/2022,2022,10.13
Hawthorn,R4,10/4/2023,2023,6.9
Hawthorn,R4,11/4/2021,2021,12.9
Hawthorn,R4,12/4/2014,2014,23.1
Hawthorn,R4,14/4/2019,2019,10.9
Hawthorn,R4,15/4/2018,2018,18.7
Hawthorn,R4,16/4/2016,2016,13.9
Hawthorn,R4,17/4/2017,2017,6.12
Hawthorn,R4,20/4/2013,2013,18.1
Hawthorn,R4,21/4/2012,2012,5.16
Hawthorn,R4,25/4/2015,2015,13.13
Hawthorn,R4,28/6/2020,2020,8.1
Hawthorn,R5,16/4/2023,2023,11.9
Hawthorn,R5,18/4/2021,2021,8.6
Hawthorn,R5,18/4/2022,2022,14.8
Hawthorn,R5,2/5/2015,2015,19.16
Hawthorn,R5,21/4/2014,2014,12.15
Hawthorn,R5,22/4/2016,2016,17.1
Hawthorn,R5,22/4/2018,2018,11.4
Hawthorn,R5,22/4/2019,2019,13.12
Hawthorn,R5,23/4/2017,2017,19.11
Hawthorn,R5,28/4/2013,2013,14.15
Hawthorn,R5,29/4/2012,2012,10.9
Hawthorn,R5,5/7/2020,2020,7.7
Hawthorn,R6,10/7/2020,2020,3.9
Hawthorn,R6,23/4/2023,2023,11.1
Hawthorn,R6,25/4/2021,2021,15.12
Hawthorn,R6,25/4/2022,2022,10.8
Hawthorn,R6,27/4/2014,2014,18.1
Hawthorn,R6,28/4/2018,2018,13.11
Hawthorn,R6,28/4/2019,2019,13.15
Hawthorn,R6,29/4/2017,2017,8.7
Hawthorn,R6,30/4/2016,2016,12.11
Hawthorn,R6,4/5/2013,2013,13.11
Hawthorn,R6,5/5/2012,2012,18.15
Hawthorn,R6,9/5/2015,2015,14.14
Hawthorn,R7,1/5/2021,2021,9.5
Hawthorn,R7,11/5/2012,2012,15.25
Hawthorn,R7,11/5/2013,2013,18.11
Hawthorn,R7,16/5/2015,2015,24.11
Hawthorn,R7,19/7/2020,2020,7.6
Hawthorn,R7,29/4/2023,2023,9.11
Hawthorn,R7,3/5/2014,2014,27.13
Hawthorn,R7,30/4/2022,2022,11.15
Hawthorn,R7,4/5/2019,2019,11.8
Hawthorn,R7,5/5/2018,2018,13.12
Hawthorn,R7,6/5/2016,2016,21.1
Hawthorn,R7,7/5/2017,2017,14.1
Hawthorn,R8,11/5/2018,2018,10.11
Hawthorn,R8,12/5/2019,2019,10.11
Hawthorn,R8,13/5/2017,2017,17.11
Hawthorn,R8,14/5/2016,2016,17.14
Hawthorn,R8,18/5/2013,2013,21.14
Hawthorn,R8,19/5/2012,2012,17.17
Hawthorn,R8,23/5/2015,2015,9.15
Hawthorn,R8,25/7/2020,2020,7.11
Hawthorn,R8,6/5/2023,2023,7.6
Hawthorn,R8,7/5/2022,2022,11.15
Hawthorn,R8,9/5/2014,2014,13.1
Hawthorn,R8,9/5/2021,2021,8.12
Hawthorn,R9,13/5/2023,2023,7.7
Hawthorn,R9,14/5/2022,2022,14.1
Hawthorn,R9,15/5/2021,2021,12.8
Hawthorn,R9,19/5/2019,2019,8.11
Hawthorn,R9,20/5/2016,2016,7.13
Hawthorn,R9,20/5/2017,2017,11.6
Hawthorn,R9,20/5/2018,2018,11.7
Hawthorn,R9,26/5/2012,2012,10.15
Hawthorn,R9,26/5/2013,2013,18.1
Hawthorn,R9,30/5/2015,2015,14.9
Hawthorn,R9,31/7/2020,2020,14.5
Hawthorn,SF,14/9/2018,2018,10.11
Hawthorn,SF,16/9/2016,2016,12.12
Hawthorn,SF,18/9/2015,2015,21.9
Melbourne,EF,7/9/2018,2018,10.15
Melbourne,GF,25/9/2021,2021,21.14
Melbourne,PF,10/9/2021,2021,19.11
Melbourne,PF,22/9/2018,2018,7.13
Melbourne,QF,2/9/2022,2022,10.9
Melbourne,QF,28/8/2021,2021,13.15
Melbourne,QF,7/9/2023,2023,7.11
Melbourne,R1,16/3/2022,2022,14.13
Melbourne,R1,18/3/2023,2023,17.13
Melbourne,R1,20/3/2021,2021,11.14
Melbourne,R1,22/3/2014,2014,6.15
Melbourne,R1,22/3/2020,2020,7.9
Melbourne,R1,23/3/2019,2019,9.7
Melbourne,R1,25/3/2017,2017,18.12
Melbourne,R1,25/3/2018,2018,13.16
Melbourne,R1,26/3/2016,2016,12.8
Melbourne,R1,31/3/2012,2012,11.12
Melbourne,R1,31/3/2013,2013,8.6
Melbourne,R1,4/4/2015,2015,17.13
Melbourne,R10,19/5/2023,2023,11.1
Melbourne,R10,2/6/2012,2012,8.1
Melbourne,R10,2/6/2013,2013,6.12
Melbourne,R10,21/5/2022,2022,14.16
Melbourne,R10,22/5/2021,2021,14.11
Melbourne,R10,26/5/2019,2019,10.8
Melbourne,R10,27/5/2017,2017,18.14
Melbourne,R10,27/5/2018,2018,23.8
Melbourne,R10,28/5/2016,2016,10.16
Melbourne,R10,5/8/2020,2020,13.1
Melbourne,R10,8/6/2015,2015,13.7
Melbourne,R11,1/6/2019,2019,12.16
Melbourne,R11,10/6/2013,2013,5.9
Melbourne,R11,11/6/2012,2012,13.9
Melbourne,R11,14/6/2015,2015,12.11
Melbourne,R11,2/6/2018,2018,15.1
Melbourne,R11,27/5/2023,2023,10.12
Melbourne,R11,28/5/2021,2021,13.9
Melbourne,R11,28/5/2022,2022,7.14
Melbourne,R11,31/5/2014,2014,11.9
Melbourne,R11,4/6/2016,2016,10.4
Melbourne,R11,9/8/2020,2020,13.14
Melbourne,R12,10/6/2019,2019,7.15
Melbourne,R12,11/6/2018,2018,14.7
Melbourne,R12,12/6/2017,2017,15.14
Melbourne,R12,13/6/2016,2016,16.8
Melbourne,R12,15/8/2020,2020,16.4
Melbourne,R12,2/6/2023,2023,8.13
Melbourne,R12,21/6/2015,2015,18.5
Melbourne,R12,4/6/2021,2021,14.13
Melbourne,R12,4/6/2022,2022,9.7
Melbourne,R12,9/6/2014,2014,3.1
Melbourne,R13,12/6/2023,2023,8.18
Melbourne,R13,13/6/2022,2022,8.8
Melbourne,R13,14/6/2021,2021,9.9
Melbourne,R13,15/6/2014,2014,12.6
Melbourne,R13,18/6/2017,2017,17.11
Melbourne,R13,19/6/2016,2016,4.7
Melbourne,R13,22/6/2013,2013,10.9
Melbourne,R13,22/8/2020,2020,7.1
Melbourne,R13,24/6/2012,2012,20.15
Melbourne,R14,1/7/2012,2012,8.13
Melbourne,R14,22/6/2014,2014,10.6
Melbourne,R14,22/6/2018,2018,9.11
Melbourne,R14,22/6/2019,2019,13.7
Melbourne,R14,24/6/2017,2017,15.9
Melbourne,R14,29/6/2013,2013,15.13
Melbourne,R14,29/8/2020,2020,8.4
Melbourne,R14,4/7/2015,2015,9.6
Melbourne,R15,1/7/2018,2018,18.9
Melbourne,R15,11/7/2015,2015,7.18
Melbourne,R15,22/6/2023,2023,8.15
Melbourne,R15,23/6/2022,2022,16.21
Melbourne,R15,26/6/2021,2021,9.14
Melbourne,R15,29/6/2014,2014,13.7
Melbourne,R15,3/7/2016,2016,15.8
Melbourne,R15,3/9/2020,2020,6.1
Melbourne,R15,30/6/2017,2017,7.8
Melbourne,R15,30/6/2019,2019,11.8
Melbourne,R15,7/7/2012,2012,11.12
Melbourne,R15,7/7/2013,2013,13.7
Melbourne,R16,13/7/2013,2013,4.6
Melbourne,R16,14/7/2012,2012,12.11
Melbourne,R16,19/7/2015,2015,8.12
Melbourne,R16,2/7/2022,2022,14.1
Melbourne,R16,2/7/2023,2023,5.15
Melbourne,R16,3/7/2021,2021,7.13
Melbourne,R16,5/7/2014,2014,4.1
Melbourne,R16,7/7/2018,2018,13.24
Melbourne,R16,7/7/2019,2019,15.15
Melbourne,R16,7/9/2020,2020,4.9
Melbourne,R16,9/7/2016,2016,12.15
Melbourne,R16,9/7/2017,2017,14.6
Melbourne,R17,12/7/2014,2014,5.6
Melbourne,R17,12/9/2020,2020,12.7
Melbourne,R17,14/7/2018,2018,18.11
Melbourne,R17,14/7/2019,2019,9.12
Melbourne,R17,15/7/2017,2017,10.1
Melbourne,R17,17/7/2016,2016,11.8
Melbourne,R17,20/7/2013,2013,11.9
Melbourne,R17,21/7/2012,2012,8.8
Melbourne,R17,26/7/2015,2015,6.1
Melbourne,R17,7/7/2022,2022,9.9
Melbourne,R17,8/7/2021,2021,12.14
Melbourne,R17,8/7/2023,2023,12.7
Melbourne,R18,1/8/2015,2015,13.13
Melbourne,R18,14/7/2023,2023,16.9
Melbourne,R18,17/7/2021,2021,11.13
Melbourne,R18,17/7/2022,2022,12.11
Melbourne,R18,19/9/2020,2020,10.8
Melbourne,R18,20/7/2014,2014,10.9
Melbourne,R18,21/7/2018,2018,14.14
Melbourne,R18,21/7/2019,2019,11.12
Melbourne,R18,22/7/2017,2017,13.1
Melbourne,R18,23/7/2016,2016,8.12
Melbourne,R18,27/7/2013,2013,4.4
Melbourne,R18,28/7/2012,2012,11.7
Melbourne,R19,23/7/2022,2022,15.1
Melbourne,R19,23/7/2023,2023,14.13
Melbourne,R19,24/7/2021,2021,9.11
Melbourne,R19,27/7/2019,2019,13.7
Melbourne,R19,28/7/2018,2018,13.12
Melbourne,R19,29/7/2017,2017,10.12
Melbourne,R19,3/8/2013,2013,12.15
Melbourne,R19,3/8/2014,2014,6.15
Melbourne,R19,31/7/2016,2016,9.12
Melbourne,R19,5/8/2012,2012,16.12
Melbourne,R19,9/8/2015,2015,14.8
Melbourne,R2,11/4/2015,2015,8.8
Melbourne,R2,13/6/2020,2020,8.6
Melbourne,R2,2/4/2016,2016,10.7
Melbourne,R2,2/4/2017,2017,13.8
Melbourne,R2,24/3/2023,2023,13.4
Melbourne,R2,26/3/2022,2022,12.1
Melbourne,R2,27/3/2021,2021,12.19
Melbourne,R2,30/3/2014,2014,4.6
Melbourne,R2,30/3/2019,2019,6.1
Melbourne,R2,31/3/2018,2018,14.16
Melbourne,R2,6/4/2013,2013,5.6
Melbourne,R2,7/4/2012,2012,9.4
Melbourne,R20,1/8/2021,2021,18.2
Melbourne,R20,10/8/2013,2013,10.17
Melbourne,R20,11/8/2012,2012,12.1
Melbourne,R20,16/8/2015,2015,8.7
Melbourne,R20,29/7/2022,2022,12.13
Melbourne,R20,3/8/2019,2019,9.6
Melbourne,R20,30/7/2023,2023,20.1
Melbourne,R20,5/8/2017,2017,10.2
Melbourne,R20,5/8/2018,2018,21.17
Melbourne,R20,6/8/2016,2016,17.8
Melbourne,R20,9/8/2014,2014,9.11
Melbourne,R21,10/8/2019,2019,7.11
Melbourne,R21,12/8/2018,2018,10.18
Melbourne,R21,13/8/2016,2016,13.16
Melbourne,R21,13/8/2017,2017,14.12
Melbourne,R21,17/8/2014,2014,3.16
Melbourne,R21,18/8/2012,2012,11.18
Melbourne,R21,18/8/2013,2013,5.8
Melbourne,R21,23/8/2015,2015,7.13
Melbourne,R21,5/8/2022,2022,13.11
Melbourne,R21,6/8/2023,2023,15.13
Melbourne,R21,9/8/2021,2021,10.12
Melbourne,R22,12/8/2023,2023,8.8
Melbourne,R22,13/8/2022,2022,11.13
Melbourne,R22,15/8/2021,2021,16.8
Melbourne,R22,16/8/2019,2019,5.12
Melbourne,R22,19/8/2018,2018,16.12
Melbourne,R22,20/8/2017,2017,16.8
Melbourne,R22,21/8/2016,2016,7.16
Melbourne,R22,23/8/2014,2014,8.5
Melbourne,R22,24/8/2013,2013,7.1
Melbourne,R22,26/8/2012,2012,11.15
Melbourne,R22,30/8/2015,2015,8.6
Melbourne,R23,1/9/2012,2012,5.1
Melbourne,R23,1/9/2013,2013,13.9
Melbourne,R23,19/8/2022,2022,18.7
Melbourne,R23,20/8/2023,2023,13.9
Melbourne,R23,21/8/2021,2021,12.9
Melbourne,R23,24/8/2019,2019,12.11
Melbourne,R23,26/8/2017,2017,12.11
Melbourne,R23,26/8/2018,2018,15.12
Melbourne,R23,27/8/2016,2016,6.8
Melbourne,R23,30/8/2014,2014,14.9
Melbourne,R23,6/9/2015,2015,15.13
Melbourne,R24,27/8/2023,2023,11.11
Melbourne,R3,1/4/2022,2022,14.15
Melbourne,R3,10/4/2016,2016,20.11
Melbourne,R3,13/4/2013,2013,13.5
Melbourne,R3,14/4/2012,2012,11.8
Melbourne,R3,18/4/2015,2015,7.13
Melbourne,R3,2/4/2023,2023,21.8
Melbourne,R3,4/4/2021,2021,15.12
Melbourne,R3,5/4/2019,2019,18.4
Melbourne,R3,6/4/2014,2014,7.5
Melbourne,R3,7/4/2018,2018,18.15
Melbourne,R3,8/4/2017,2017,13.19
Melbourne,R4,11/4/2019,2019,15.1
Melbourne,R4,11/4/2021,2021,12.13
Melbourne,R4,12/4/2014,2014,12.9
Melbourne,R4,15/4/2017,2017,15.14
Melbourne,R4,15/4/2018,2018,6.12
Melbourne,R4,17/4/2016,2016,16.6
Melbourne,R4,21/4/2013,2013,22.12
Melbourne,R4,22/4/2012,2012,9.13
Melbourne,R4,24/4/2015,2015,12.11
Melbourne,R4,28/6/2020,2020,6.8
Melbourne,R4,7/4/2022,2022,10.8
Melbourne,R4,9/4/2023,2023,19.12
Melbourne,R5,15/4/2023,2023,11.11
Melbourne,R5,16/4/2022,2022,19.6
Melbourne,R5,18/4/2021,2021,15.14
Melbourne,R5,20/4/2014,2014,11.12
Melbourne,R5,20/4/2019,2019,7.13
Melbourne,R5,24/4/2016,2016,20.9
Melbourne,R5,24/4/2017,2017,11.9
Melbourne,R5,24/4/2018,2018,8.8
Melbourne,R5,28/4/2012,2012,10.6
Melbourne,R5,28/4/2013,2013,14.1
Melbourne,R5,3/5/2015,2015,6.14
Melbourne,R5,5/7/2020,2020,8.4
Melbourne,R6,11/7/2020,2020,12.8
Melbourne,R6,24/4/2019,2019,6.6
Melbourne,R6,24/4/2021,2021,12.1
Melbourne,R6,24/4/2022,2022,9.22
Melbourne,R6,24/4/2023,2023,15.6
Melbourne,R6,26/4/2014,2014,5.8
Melbourne,R6,29/4/2018,2018,16.12
Melbourne,R6,30/4/2016,2016,15.6
Melbourne,R6,30/4/2017,2017,17.1
Melbourne,R6,5/5/2012,2012,11.1
Melbourne,R6,5/5/2013,2013,8.12
Melbourne,R6,9/5/2015,2015,7.8
Melbourne,R7,11/5/2012,2012,6.13
Melbourne,R7,12/5/2013,2013,7.12
Melbourne,R7,16/5/2015,2015,7.8
Melbourne,R7,19/7/2020,2020,14.7
Melbourne,R7,2/5/2021,2021,16.7
Melbourne,R7,29/4/2023,2023,22.7
Melbourne,R7,3/5/2014,2014,11.4
Melbourne,R7,30/4/2022,2022,13.13
Melbourne,R7,4/5/2019,2019,11.13
Melbourne,R7,6/5/2018,2018,16.1
Melbourne,R7,7/5/2016,2016,24.16
Melbourne,R7,7/5/2017,2017,14.7
Melbourne,R8,10/5/2014,2014,12.11
Melbourne,R8,11/5/2019,2019,8.13
Melbourne,R8,12/5/2018,2018,21.2
Melbourne,R8,13/5/2017,2017,17.5
