Team,RoundOrder,Date,Year,Total Points,Cumulative Points
Essendon,9,16/5/2021,2021,10.8,123.99
Essendon,9,18/5/2019,2019,8.12,104.81
Essendon,9,19/5/2018,2018,12.12,107.17999999999999
Essendon,9,21/5/2017,2017,19.11,128.02
Essendon,9,22/5/2016,2016,9.9,80.98
Essendon,9,25/5/2013,2013,13.13,148.09
Essendon,9,26/5/2012,2012,18.11,144.39
Essendon,9,30/5/2015,2015,8.11,104.8
Essendon,9,31/7/2020,2020,3.1,71.13000000000001
Essendon,10,1/6/2013,2013,10.11,158.2
Essendon,10,2/6/2012,2012,6.16,150.55
Essendon,10,20/5/2023,2023,10.11,132.20000000000002
Essendon,10,21/5/2022,2022,7.6,107.13
Essendon,10,23/5/2021,2021,22.9,146.89
Essendon,10,25/5/2019,2019,6.14,110.95
Essendon,10,26/5/2018,2018,14.11,121.28999999999999
Essendon,10,27/5/2017,2017,10.6,138.62
Essendon,10,28/5/2016,2016,10.7,91.67999999999999
Essendon,10,6/6/2015,2015,7.11,111.91
Essendon,10,7/8/2020,2020,8.7,79.83
Essendon,11,12/8/2020,2020,11.7,91.53
Essendon,11,13/6/2015,2015,6.1,118.00999999999999
Essendon,11,2/6/2018,2018,6.7,127.99
Essendon,11,2/6/2019,2019,11.8,122.75
Essendon,11,27/5/2023,2023,14.12,146.32
Essendon,11,29/5/2021,2021,12.15,159.04
Essendon,11,29/5/2022,2022,6.14,113.27
Essendon,11,3/6/2017,2017,15.11,153.73
Essendon,11,31/5/2014,2014,15.14,119.47
Essendon,11,4/6/2016,2016,6.11,97.78999999999999
Essendon,11,7/6/2013,2013,11.11,169.31
Essendon,11,9/6/2012,2012,11.16,161.71
Essendon,12,10/6/2016,2016,6.7,104.49
Essendon,12,10/6/2017,2017,19.17,172.9
Essendon,12,10/6/2018,2018,12.12,140.10999999999999
Essendon,12,15/6/2013,2013,17.13,186.44
Essendon,12,16/8/2020,2020,5.3,96.83
Essendon,12,4/6/2023,2023,16.9,163.22
Essendon,12,5/6/2021,2021,12.12,171.16
Essendon,12,7/6/2014,2014,11.15,130.62
Essendon,13,10/6/2022,2022,7.12,120.39
Essendon,13,11/6/2023,2023,13.8,177.02
Essendon,13,14/6/2019,2019,14.12,136.87
Essendon,13,15/6/2014,2014,10.17,140.79
Essendon,13,19/6/2016,2016,12.18,116.67
Essendon,13,22/8/2020,2020,10.1,106.93
Essendon,13,23/6/2012,2012,17.11,178.82
Essendon,13,27/6/2015,2015,11.1,129.10999999999999
Essendon,14,17/6/2022,2022,15.17,135.56
Essendon,14,20/6/2019,2019,11.5,148.37
Essendon,14,20/6/2021,2021,13.8,184.96
Essendon,14,21/6/2014,2014,15.11,155.9
Essendon,14,21/6/2018,2018,12.8,152.91
Essendon,14,23/6/2017,2017,12.13,185.03
Essendon,14,27/6/2013,2013,15.8,202.24
Essendon,14,27/8/2020,2020,13.9,120.83
Essendon,14,30/6/2012,2012,21.14,199.96
Essendon,14,5/7/2015,2015,8.4,137.51
Essendon,15,1/7/2018,2018,19.11,172.01999999999998
Essendon,15,1/9/2020,2020,6.9,127.73
Essendon,15,11/7/2015,2015,10.9,148.41
Essendon,15,2/7/2017,2017,11.16,196.19
Essendon,15,24/6/2022,2022,14.13,149.69
Essendon,15,24/6/2023,2023,9.7,186.72
Essendon,15,26/6/2021,2021,8.9,193.85999999999999
Essendon,15,27/6/2014,2014,11.14,167.04
Essendon,15,27/6/2019,2019,12.5,160.87
Essendon,15,30/6/2016,2016,7.1,123.77
Essendon,15,7/7/2012,2012,8.14,208.1
Essendon,15,7/7/2013,2013,18.1,220.34
Essendon,16,1/7/2023,2023,10.14,196.86
Essendon,16,10/7/2016,2016,14.14,137.91
Essendon,16,14/7/2012,2012,19.13,227.23
Essendon,16,14/7/2013,2013,18.13,238.47
Essendon,16,17/7/2015,2015,9.14,157.55
Essendon,16,2/7/2021,2021,8.9,202.76
Essendon,16,2/7/2022,2022,15.5,165.19
Essendon,16,5/7/2014,2014,8.14,175.18
Essendon,16,6/7/2019,2019,11.1,171.97
Essendon,16,6/9/2020,2020,5.12,132.85
Essendon,16,8/7/2017,2017,18.9,215.09
Essendon,16,8/7/2018,2018,9.8,181.82
Essendon,17,10/7/2022,2022,15.1,180.29
Essendon,17,12/9/2020,2020,4.5,137.35
Essendon,17,13/7/2014,2014,16.7,191.88
Essendon,17,13/7/2019,2019,12.14,184.11
Essendon,17,14/7/2017,2017,17.16,232.25
Essendon,17,14/7/2018,2018,13.17,194.99
Essendon,17,16/7/2016,2016,11.17,149.07999999999998
Essendon,17,20/7/2012,2012,10.7,237.93
Essendon,17,20/7/2013,2013,18.8,257.27
Essendon,17,25/7/2015,2015,17.14,174.69
Essendon,17,9/7/2021,2021,11.18,213.94
Essendon,17,9/7/2023,2023,17.13,213.99
Essendon,18,15/7/2023,2023,7.3,221.29
Essendon,18,17/7/2022,2022,14.19,194.48
Essendon,18,18/7/2021,2021,13.14,227.07999999999998
Essendon,18,19/7/2019,2019,15.6,199.71
Essendon,18,19/9/2020,2020,7.7,145.05
Essendon,18,2/8/2015,2015,5.1,179.79
Essendon,18,20/7/2014,2014,15.11,206.99
Essendon,18,21/7/2018,2018,13.21,208.2
Essendon,18,22/7/2017,2017,20.12,252.37
Essendon,18,24/7/2016,2016,12.19,161.27
Essendon,18,26/7/2013,2013,13.9,271.17
Essendon,18,27/7/2012,2012,12.14,250.07
Essendon,19,1/8/2014,2014,8.9,215.89000000000001
Essendon,19,21/7/2023,2023,7.7,228.99
Essendon,19,24/7/2022,2022,11.1,205.58
Essendon,19,25/7/2021,2021,7.11,234.19
Essendon,19,27/7/2018,2018,15.19,223.39
Essendon,19,28/7/2019,2019,16.1,215.81
Essendon,19,30/7/2017,2017,13.19,265.56
Essendon,19,31/7/2016,2016,9.7,170.97
Essendon,19,4/8/2013,2013,7.12,278.29
Essendon,19,5/8/2012,2012,15.1,265.17
Essendon,19,9/8/2015,2015,8.13,187.92
Essendon,20,1/8/2021,2021,16.6,250.79
Essendon,20,11/8/2013,2013,9.13,287.42
Essendon,20,12/8/2012,2012,11.1,276.27
Essendon,20,15/8/2015,2015,8.11,196.03
Essendon,20,29/7/2023,2023,15.9,244.89000000000001
Essendon,20,3/8/2019,2019,9.13,224.94
Essendon,20,31/7/2022,2022,17.12,222.7
Essendon,20,4/8/2018,2018,16.7,240.09
Essendon,20,5/8/2017,2017,11.18,276.74
Essendon,20,7/8/2016,2016,4.1,175.07
Essendon,20,8/8/2014,2014,11.11,227.0
Essendon,21,10/8/2018,2018,18.14,258.23
Essendon,21,10/8/2019,2019,4.9,229.84
Essendon,21,12/8/2017,2017,12.8,289.54
Essendon,21,14/8/2016,2016,11.9,186.97
Essendon,21,16/8/2014,2014,11.11,238.11
Essendon,21,17/8/2013,2013,9.16,296.58
Essendon,21,18/8/2012,2012,8.12,284.39
Essendon,21,22/8/2015,2015,14.11,210.14
Essendon,21,5/8/2023,2023,10.13,255.02
Essendon,21,6/8/2022,2022,10.9,233.6
Essendon,21,8/8/2021,2021,15.7,266.49
Essendon,22,12/8/2023,2023,13.8,268.82
Essendon,22,14/8/2022,2022,9.8,243.4
Essendon,22,15/8/2021,2021,14.14,280.63
Essendon,22,17/8/2018,2018,11.7,269.93
Essendon,22,17/8/2019,2019,13.9,243.74
Essendon,22,19/8/2017,2017,12.18,301.71999999999997
Essendon,22,21/8/2016,2016,7.11,194.07999999999998
Essendon,22,23/8/2014,2014,16.12,254.23000000000002
Essendon,22,24/8/2012,2012,8.9,293.29
Essendon,22,24/8/2013,2013,12.1,308.68
Essendon,22,29/8/2015,2015,7.5,217.64
Essendon,23,1/9/2012,2012,10.12,303.41
Essendon,23,19/8/2023,2023,5.6,274.42
Essendon,23,20/8/2022,2022,11.9,255.3
Essendon,23,22/8/2021,2021,16.6,297.23
Essendon,23,23/8/2019,2019,10.5,254.24
Essendon,23,24/8/2018,2018,17.9,287.83
Essendon,23,27/8/2016,2016,15.13,209.21
Essendon,23,27/8/2017,2017,16.11,317.83
Essendon,23,30/8/2014,2014,13.12,267.35
Essendon,23,31/8/2013,2013,9.11,317.79
Essendon,23,6/9/2015,2015,14.11,231.75
Essendon,24,25/8/2023,2023,3.13,277.55
Essendon,25,29/8/2021,2021,4.12,301.35
Essendon,25,5/9/2019,2019,9.7,263.94
Essendon,25,6/9/2014,2014,12.9,280.25
Essendon,25,9/9/2017,2017,8.8,326.63
Fremantle,1,14/3/2014,2014,17.14,17.14
Fremantle,1,19/3/2023,2023,7.1,7.1
Fremantle,1,20/3/2021,2021,8.1,8.1
Fremantle,1,20/3/2022,2022,11.17,11.17
Fremantle,1,21/3/2020,2020,8.9,8.9
Fremantle,1,23/3/2013,2013,16.12,16.12
Fremantle,1,24/3/2018,2018,9.6,9.6
Fremantle,1,24/3/2019,2019,21.15,21.15
Fremantle,1,26/3/2017,2017,10.13,10.13
Fremantle,1,27/3/2016,2016,5.8,5.8
Fremantle,1,31/3/2012,2012,16.9,16.9
Fremantle,1,5/4/2015,2015,11.9,11.9
Fremantle,2,12/4/2015,2015,15.14,27.04
Fremantle,2,13/6/2020,2020,10.9,19.8
Fremantle,2,2/4/2016,2016,14.16,19.96
Fremantle,2,2/4/2017,2017,8.8,18.93
Fremantle,2,25/3/2023,2023,10.12,17.22
Fremantle,2,27/3/2022,2022,8.7,19.869999999999997
Fremantle,2,28/3/2021,2021,11.21,19.310000000000002
Fremantle,2,29/3/2014,2014,12.15,29.29
Fremantle,2,31/3/2018,2018,16.1,25.700000000000003
Fremantle,2,31/3/2019,2019,8.1,29.25
Fremantle,2,6/4/2013,2013,16.1,32.22
Fremantle,2,7/4/2012,2012,12.9,29.799999999999997
Fremantle,3,12/4/2013,2013,9.14,41.36
Fremantle,3,14/4/2012,2012,8.16,37.96
Fremantle,3,19/4/2015,2015,17.9,44.94
Fremantle,3,2/4/2023,2023,16.12,33.34
Fremantle,3,21/6/2020,2020,6.5,26.3
Fremantle,3,3/4/2022,2022,15.12,34.989999999999995
Fremantle,3,4/4/2014,2014,11.13,40.42
Fremantle,3,4/4/2021,2021,9.1,28.41
Fremantle,3,7/4/2018,2018,13.18,38.88
Fremantle,3,7/4/2019,2019,11.5,40.75
Fremantle,3,8/4/2017,2017,13.11,32.04
Fremantle,3,9/4/2016,2016,8.11,28.07
Fremantle,4,11/4/2021,2021,13.18,41.59
Fremantle,4,13/4/2014,2014,18.5,58.92
Fremantle,4,13/4/2019,2019,7.14,47.89
Fremantle,4,14/4/2018,2018,7.9,46.78
Fremantle,4,15/4/2017,2017,16.1,48.14
Fremantle,4,17/4/2016,2016,14.17,42.24
Fremantle,4,20/4/2012,2012,14.8,52.76
Fremantle,4,20/4/2013,2013,11.1,52.46
Fremantle,4,25/4/2015,2015,11.8,56.739999999999995
Fremantle,4,27/6/2020,2020,8.3,34.6
Fremantle,4,8/4/2023,2023,10.12,43.46
Fremantle,4,9/4/2022,2022,13.1,48.089999999999996
Fremantle,5,14/4/2023,2023,15.1,58.56
Fremantle,5,17/4/2022,2022,16.11,64.19999999999999
Fremantle,5,18/4/2021,2021,12.12,53.71
Fremantle,5,19/4/2014,2014,11.9,70.82000000000001
Fremantle,5,20/4/2019,2019,16.1,63.989999999999995
Fremantle,5,21/4/2018,2018,16.12,62.900000000000006
Fremantle,5,22/4/2017,2017,9.13,57.27
Fremantle,5,24/4/2016,2016,9.14,51.38
Fremantle,5,26/4/2013,2013,12.9,65.36
Fremantle,5,27/4/2012,2012,7.15,59.91
Fremantle,5,3/5/2015,2015,18.1,74.84
Fremantle,5,5/7/2020,2020,8.6,43.2
Fremantle,6,11/7/2020,2020,12.7,55.9
Fremantle,6,21/4/2023,2023,10.9,69.46
Fremantle,6,23/4/2022,2022,14.13,78.33
Fremantle,6,24/4/2021,2021,14.15,67.86
Fremantle,6,25/4/2014,2014,8.13,78.95
Fremantle,6,27/4/2019,2019,13.1,77.09
Fremantle,6,29/4/2017,2017,9.8,67.07000000000001
Fremantle,6,29/4/2018,2018,12.9,75.80000000000001
Fremantle,6,30/4/2016,2016,8.16,59.54
Fremantle,6,4/5/2013,2013,15.9,81.26
Fremantle,6,5/5/2012,2012,14.1,74.01
Fremantle,6,9/5/2015,2015,12.8,87.64
Fremantle,7,11/5/2013,2013,15.1,96.36
Fremantle,7,13/5/2012,2012,12.15,86.16
Fremantle,7,17/5/2015,2015,15.11,102.75
Fremantle,7,19/7/2020,2020,5.2,61.1
Fremantle,7,2/5/2021,2021,11.7,79.56
Fremantle,7,29/4/2023,2023,10.7,80.16
Fremantle,7,30/4/2022,2022,10.9,89.22999999999999
Fremantle,7,4/5/2014,2014,11.7,90.65
Fremantle,7,5/5/2019,2019,5.4,82.49
Fremantle,7,6/5/2018,2018,4.9,80.7
Fremantle,7,7/5/2016,2016,11.11,70.65
Fremantle,7,7/5/2017,2017,17.14,84.21000000000001
Fremantle,8,10/5/2014,2014,11.1,101.75
Fremantle,8,12/5/2018,2018,13.11,93.81
Fremantle,8,12/5/2019,2019,12.14,94.63
Fremantle,8,14/5/2016,2016,11.9,82.55
Fremantle,8,14/5/2017,2017,10.12,94.33
Fremantle,8,18/5/2013,2013,9.16,105.52000000000001
Fremantle,8,19/5/2012,2012,9.9,96.06
Fremantle,8,23/5/2015,2015,17.13,119.88
Fremantle,8,27/7/2020,2020,2.4,63.5
Fremantle,8,6/5/2022,2022,15.12,104.35
Fremantle,8,6/5/2023,2023,18.9,99.06
Fremantle,8,9/5/2021,2021,10.11,89.67
Fremantle,9,13/5/2023,2023,16.7,115.75999999999999
Fremantle,9,15/5/2022,2022,4.9,109.25
Fremantle,9,16/5/2021,2021,8.13,97.8
Fremantle,9,17/5/2014,2014,13.18,114.93
Fremantle,9,18/5/2019,2019,7.11,101.74
Fremantle,9,19/5/2018,2018,7.1,100.91000000000001
Fremantle,9,2/8/2020,2020,10.1,73.6
Fremantle,9,21/5/2016,2016,6.9,89.45
Fremantle,9,21/5/2017,2017,13.8,108.13
Fremantle,9,26/5/2013,2013,19.16,124.68
Fremantle,9,27/5/2012,2012,5.6,101.66
Fremantle,9,30/5/2015,2015,10.8,130.68
Fremantle,10,1/6/2013,2013,10.6,135.28
Fremantle,10,2/6/2012,2012,12.1,113.76
Fremantle,10,20/5/2023,2023,16.1,131.85999999999999
Fremantle,10,22/5/2021,2021,12.14,109.94
Fremantle,10,22/5/2022,2022,6.8,116.05
Fremantle,10,26/5/2019,2019,10.13,111.87
Fremantle,10,27/5/2017,2017,6.7,114.83
Fremantle,10,27/5/2018,2018,8.1,109.01
Fremantle,10,28/5/2016,2016,10.7,100.15
Fremantle,10,5/6/2015,2015,10.1,140.78
Fremantle,11,1/6/2014,2014,13.11,128.04
Fremantle,11,1/6/2019,2019,11.13,123.0
Fremantle,11,10/8/2020,2020,7.6,81.2
Fremantle,11,13/6/2015,2015,6.17,146.95
Fremantle,11,27/5/2023,2023,12.7,144.56
Fremantle,11,28/5/2022,2022,14.1,130.15
Fremantle,11,3/6/2018,2018,12.5,121.51
Fremantle,11,30/5/2021,2021,9.15,119.09
Fremantle,11,4/6/2016,2016,20.6,120.75
Fremantle,11,4/6/2017,2017,12.13,126.96000000000001
Fremantle,11,9/6/2012,2012,12.6,126.36
Fremantle,12,10/6/2017,2017,9.1,136.06
Fremantle,12,10/6/2018,2018,10.11,131.62
Fremantle,12,11/6/2016,2016,23.9,144.65
Fremantle,12,15/6/2013,2013,12.14,147.42000000000002
Fremantle,12,15/8/2020,2020,5.6,86.8
Fremantle,12,5/6/2022,2022,15.9,146.04999999999998
Fremantle,12,6/6/2021,2021,9.11,128.2
Fremantle,12,8/6/2014,2014,12.18,140.22
Fremantle,13,10/6/2023,2023,10.1,154.66
Fremantle,13,11/6/2022,2022,14.11,160.16
Fremantle,13,12/6/2021,2021,11.1,139.3
Fremantle,13,14/6/2014,2014,16.9,157.12
Fremantle,13,15/6/2019,2019,15.1,138.1
Fremantle,13,16/6/2018,2018,15.13,146.75
Fremantle,13,18/6/2016,2016,12.14,156.79
Fremantle,13,22/8/2020,2020,7.8,94.6
Fremantle,13,23/6/2012,2012,14.5,140.86
Fremantle,13,23/6/2013,2013,10.7,158.12
Fremantle,13,25/6/2015,2015,12.8,159.75
Fremantle,14,17/6/2023,2023,5.6,160.26
Fremantle,14,21/6/2014,2014,15.15,172.27
Fremantle,14,22/6/2019,2019,11.5,149.6
Fremantle,14,24/6/2016,2016,5.7,162.49
Fremantle,14,25/6/2017,2017,11.6,147.66
Fremantle,14,29/6/2013,2013,7.2,165.32
Fremantle,14,29/8/2020,2020,8.5,103.1
Fremantle,14,30/6/2012,2012,12.6,153.46
Fremantle,14,5/7/2015,2015,13.6,173.35
Fremantle,15,1/7/2018,2018,9.1,155.85
Fremantle,15,12/7/2015,2015,6.7,180.05
Fremantle,15,2/7/2017,2017,12.8,160.46
Fremantle,15,2/9/2020,2020,4.5,107.6
Fremantle,15,24/6/2023,2023,14.9,175.16
Fremantle,15,25/6/2022,2022,7.8,167.96
Fremantle,15,26/6/2021,2021,14.7,154.0
Fremantle,15,28/6/2014,2014,13.1,185.37
Fremantle,15,30/6/2019,2019,11.9,161.5
Fremantle,15,7/7/2013,2013,15.1,180.42000000000002
Fremantle,15,8/7/2012,2012,14.11,167.57
Fremantle,16,1/7/2023,2023,11.7,186.85999999999999
Fremantle,16,14/7/2012,2012,18.9,186.47
Fremantle,16,14/7/2013,2013,19.7,200.12
Fremantle,16,18/7/2015,2015,13.17,193.22
Fremantle,16,3/7/2021,2021,8.16,162.16
Fremantle,16,3/7/2022,2022,15.9,183.85999999999999
Fremantle,16,5/7/2014,2014,15.7,201.07
Fremantle,16,6/7/2019,2019,2.19,163.69
Fremantle,16,7/7/2018,2018,7.6,163.45000000000002
Fremantle,16,7/9/2020,2020,6.11,113.71
Fremantle,16,9/7/2016,2016,8.7,171.19
Fremantle,16,9/7/2017,2017,13.8,174.26
Fremantle,17,10/7/2021,2021,16.12,178.28
Fremantle,17,12/9/2020,2020,15.9,129.61
Fremantle,17,13/7/2014,2014,21.1,222.17
Fremantle,17,13/7/2019,2019,8.5,172.19
Fremantle,17,15/7/2016,2016,9.7,180.89
Fremantle,17,15/7/2018,2018,8.11,171.56
Fremantle,17,16/7/2017,2017,5.14,179.4
Fremantle,17,21/7/2013,2013,8.9,209.02
Fremantle,17,22/7/2012,2012,18.24,204.71
Fremantle,17,25/7/2015,2015,12.1,205.32
Fremantle,17,9/7/2022,2022,17.9,201.76
Fremantle,17,9/7/2023,2023,6.9,193.76
Fremantle,18,15/7/2021,2021,3.13,181.41
Fremantle,18,15/7/2023,2023,10.7,204.45999999999998
Fremantle,18,16/7/2022,2022,9.11,210.87
Fremantle,18,19/7/2014,2014,9.6,231.77
Fremantle,18,2/8/2015,2015,12.12,217.44
Fremantle,18,20/7/2019,2019,7.1,179.29
Fremantle,18,20/9/2020,2020,6.8,136.41
Fremantle,18,21/7/2018,2018,11.4,182.96
Fremantle,18,22/7/2017,2017,7.6,187.0
Fremantle,18,23/7/2016,2016,12.9,193.79
Fremantle,18,27/7/2013,2013,11.9,220.92000000000002
Fremantle,18,29/7/2012,2012,11.9,216.60999999999999
Fremantle,19,22/7/2022,2022,7.1,217.97
Fremantle,19,22/7/2023,2023,12.4,216.85999999999999
Fremantle,19,25/7/2021,2021,8.1,189.51
Fremantle,19,28/7/2019,2019,9.12,188.41
Fremantle,19,29/7/2017,2017,13.8,200.8
Fremantle,19,29/7/2018,2018,7.11,190.07
Fremantle,19,3/8/2013,2013,17.14,238.06
Fremantle,19,31/7/2014,2014,12.11,243.88
Fremantle,19,31/7/2016,2016,7.5,201.29
Fremantle,19,4/8/2012,2012,17.11,233.72
Fremantle,19,9/8/2015,2015,15.6,233.04
Fremantle,20,1/8/2021,2021,7.13,196.64000000000001
Fremantle,20,11/8/2012,2012,14.7,248.42
Fremantle,20,11/8/2013,2013,24.13,262.19
Fremantle,20,16/8/2015,2015,11.14,244.18
Fremantle,20,29/7/2022,2022,5.9,223.87
Fremantle,20,29/7/2023,2023,10.11,226.97
Fremantle,20,3/8/2019,2019,14.11,202.52
Fremantle,20,5/8/2017,2017,12.18,212.98
Fremantle,20,5/8/2018,2018,13.6,203.67000000000002
Fremantle,20,7/8/2016,2016,9.1,210.39
Fremantle,20,9/8/2014,2014,11.13,255.01
Fremantle,21,11/8/2019,2019,10.9,213.42
Fremantle,21,12/8/2017,2017,5.9,218.88
Fremantle,21,12/8/2018,2018,15.11,218.78
Fremantle,21,14/8/2016,2016,11.4,221.79
Fremantle,21,17/8/2014,2014,17.8,272.81
Fremantle,21,18/8/2012,2012,13.16,261.58
Fremantle,21,18/8/2013,2013,20.13,282.32
Fremantle,21,23/8/2015,2015,12.11,256.29
Fremantle,21,6/8/2022,2022,14.11,237.98
Fremantle,21,6/8/2023,2023,11.8,238.76999999999998
Fremantle,21,8/8/2021,2021,8.6,205.24
Fremantle,22,12/8/2023,2023,20.14,258.90999999999997
Fremantle,22,13/8/2022,2022,9.17,247.15
Fremantle,22,15/8/2021,2021,12.7,217.94
Fremantle,22,17/8/2019,2019,7.13,220.55
Fremantle,22,18/8/2018,2018,3.7,222.48000000000002
Fremantle,22,20/8/2016,2016,5.7,227.49
Fremantle,22,20/8/2017,2017,7.9,226.78
Fremantle,22,24/8/2013,2013,21.8,304.12
Fremantle,22,24/8/2014,2014,15.16,287.97
Fremantle,22,26/8/2012,2012,20.12,281.7
Fremantle,22,30/8/2015,2015,17.6,273.89
Fremantle,23,1/9/2012,2012,14.17,295.87
Fremantle,23,20/8/2022,2022,13.11,260.26
Fremantle,23,20/8/2023,2023,8.1,267.01
Fremantle,23,22/8/2021,2021,6.13,224.07
Fremantle,23,25/8/2018,2018,9.13,231.61
Fremantle,23,25/8/2019,2019,10.7,231.25
Fremantle,23,27/8/2017,2017,14.8,241.58
Fremantle,23,28/8/2016,2016,10.9,238.39
Fremantle,23,30/8/2014,2014,16.9,304.87
Fremantle,23,31/8/2013,2013,6.5,310.62
Fremantle,23,5/9/2015,2015,8.5,282.39
Fremantle,24,26/8/2023,2023,14.9,281.90999999999997
Fremantle,25,3/9/2022,2022,11.7,271.96
Fremantle,25,8/9/2012,2012,14.12,309.99
Fremantle,26,12/9/2015,2015,10.9,293.29
Fremantle,26,6/9/2014,2014,10.9,315.77
Fremantle,26,7/9/2013,2013,12.15,322.77
Fremantle,27,10/9/2022,2022,9.5,281.46
Fremantle,27,13/9/2014,2014,11.17,326.94
Fremantle,27,14/9/2012,2012,11.5,321.49
Fremantle,28,21/9/2013,2013,14.15,336.92
Fremantle,28,25/9/2015,2015,10.7,303.99
Fremantle,29,28/9/2013,2013,8.14,345.06
Geelong,1,1/4/2013,2013,13.15,13.15
Geelong,1,17/3/2023,2023,16.7,16.7
Geelong,1,19/3/2022,2022,20.18,20.18
Geelong,1,20/3/2014,2014,18.11,18.11
Geelong,1,20/3/2021,2021,13.13,13.13
Geelong,1,21/3/2020,2020,11.7,11.7
Geelong,1,22/3/2019,2019,10.12,10.12
Geelong,1,25/3/2018,2018,14.13,14.13
Geelong,1,26/3/2017,2017,18.7,18.7
Geelong,1,28/3/2016,2016,18.8,18.8
Geelong,1,31/3/2012,2012,15.11,15.11
Geelong,1,6/4/2015,2015,8.13,8.13
Geelong,2,12/4/2015,2015,9.6,17.73
Geelong,2,12/6/2020,2020,17.6,29.3
Geelong,2,2/4/2017,2017,17.1,35.8
Geelong,2,2/4/2018,2018,18.9,33.03
Geelong,2,23/3/2023,2023,12.1,28.799999999999997
Geelong,2,25/3/2022,2022,10.17,30.35
Geelong,2,26/3/2021,2021,12.9,26.03
Geelong,2,3/4/2016,2016,11.1,29.9
Geelong,2,30/3/2014,2014,13.15,31.259999999999998
Geelong,2,30/3/2019,2019,20.6,30.72
Geelong,2,7/4/2013,2013,16.16,29.310000000000002
Geelong,2,9/4/2012,2012,14.8,29.91
Geelong,3,10/4/2016,2016,18.17,48.07
Geelong,3,13/4/2013,2013,18.11,47.42
Geelong,3,15/4/2012,2012,16.18,46.09
Geelong,3,19/4/2015,2015,16.9,34.629999999999995
Geelong,3,2/4/2022,2022,16.8,47.15
Geelong,3,2/4/2023,2023,7.12,35.92
Geelong,3,20/6/2020,2020,11.11,40.41
Geelong,3,4/4/2019,2019,14.15,44.87
Geelong,3,5/4/2014,2014,12.15,43.41
Geelong,3,5/4/2021,2021,10.9,36.93
Geelong,3,8/4/2017,2017,20.6,56.400000000000006
Geelong,3,8/4/2018,2018,11.14,44.17
Geelong,4,10/4/2023,2023,19.13,55.05
Geelong,4,11/4/2021,2021,9.6,46.53
Geelong,4,12/4/2014,2014,16.11,59.519999999999996
Geelong,4,13/4/2019,2019,11.9,56.769999999999996
Geelong,4,15/4/2018,2018,15.13,59.300000000000004
Geelong,4,16/4/2016,2016,9.18,57.25
Geelong,4,17/4/2017,2017,20.14,76.54
Geelong,4,19/4/2013,2013,19.1,66.52
Geelong,4,22/4/2012,2012,11.9,57.99
Geelong,4,26/4/2015,2015,9.13,43.76
Geelong,4,28/6/2020,2020,7.5,47.91
Geelong,4,8/4/2022,2022,11.14,58.29
Geelong,5,16/4/2023,2023,21.1,76.15
Geelong,5,18/4/2021,2021,10.17,56.7
Geelong,5,18/4/2022,2022,11.14,69.43
Geelong,5,2/5/2015,2015,12.13,55.89
Geelong,5,21/4/2014,2014,15.16,74.68
Geelong,5,21/4/2018,2018,12.12,71.42
Geelong,5,22/4/2019,2019,17.11,73.88
Geelong,5,23/4/2016,2016,16.11,73.36
Geelong,5,23/4/2017,2017,19.12,95.66
Geelong,5,27/4/2013,2013,15.17,81.69
Geelong,5,28/4/2012,2012,12.7,70.69
Geelong,5,4/7/2020,2020,13.11,61.019999999999996
Geelong,6,22/4/2023,2023,20.1,96.25
Geelong,6,24/4/2021,2021,21.1,77.80000000000001
Geelong,6,24/4/2022,2022,17.19,86.62
Geelong,6,27/4/2014,2014,9.13,83.81
Geelong,6,28/4/2018,2018,10.9,82.32000000000001
Geelong,6,28/4/2019,2019,15.14,89.02
Geelong,6,30/4/2016,2016,25.18,98.53999999999999
Geelong,6,30/4/2017,2017,11.12,106.78
Geelong,6,4/5/2013,2013,20.11,101.8
Geelong,6,5/5/2012,2012,17.17,87.86
Geelong,6,8/5/2015,2015,15.1,70.99
Geelong,6,9/7/2020,2020,11.7,72.72
Geelong,7,1/5/2021,2021,12.16,89.96000000000001
Geelong,7,10/5/2013,2013,17.11,118.91
Geelong,7,12/5/2012,2012,10.12,97.98
Geelong,7,16/5/2015,2015,11.11,82.1
Geelong,7,16/7/2020,2020,5.5,78.22
Geelong,7,30/4/2022,2022,10.6,97.22
Geelong,7,30/4/2023,2023,20.12,116.37
Geelong,7,4/5/2014,2014,11.15,94.96000000000001
Geelong,7,4/5/2018,2018,14.9,97.22
Geelong,7,5/5/2019,2019,13.8,102.82
Geelong,7,6/5/2017,2017,15.9,122.68
Geelong,7,7/5/2016,2016,18.15,116.69
Geelong,8,12/5/2019,2019,16.8,119.62
Geelong,8,13/5/2016,2016,13.2,129.89
Geelong,8,13/5/2017,2017,13.15,135.83
Geelong,8,13/5/2018,2018,9.12,106.34
Geelong,8,18/5/2012,2012,11.18,109.16
Geelong,8,18/5/2013,2013,14.12,133.03
Geelong,8,22/5/2015,2015,22.8,104.9
Geelong,8,27/7/2020,2020,6.12,84.34
Geelong,8,6/5/2023,2023,14.14,130.51
Geelong,8,7/5/2021,2021,19.12,109.08000000000001
Geelong,8,7/5/2022,2022,12.16,109.38
Geelong,9,1/8/2020,2020,10.4,94.74
Geelong,9,12/5/2023,2023,11.12,141.63
Geelong,9,14/5/2021,2021,10.8,119.88000000000001
Geelong,9,14/5/2022,2022,11.14,120.52
