Team,RoundOrder,Date,Year,Total Points,Cumulative Points
Richmond,10,20/5/2023,2023,10.1,115.72
Richmond,10,21/5/2021,2021,11.8,120.47
Richmond,10,21/5/2022,2022,11.14,147.98
Richmond,10,24/5/2014,2014,24.1,118.92
Richmond,10,25/5/2019,2019,10.13,125.27
Richmond,10,26/5/2018,2018,15.15,146.4
Richmond,10,27/5/2017,2017,11.15,128.4
Richmond,10,28/5/2016,2016,16.9,126.97
Richmond,10,3/6/2013,2013,16.7,146.61
Richmond,10,4/8/2020,2020,12.1,98.36999999999999
Richmond,10,5/6/2015,2015,15.7,126.59
Richmond,11,2/6/2018,2018,17.12,163.52
Richmond,11,27/5/2022,2022,15.1,163.07999999999998
Richmond,11,28/5/2023,2023,9.13,124.85000000000001
Richmond,11,3/6/2016,2016,7.12,134.09
Richmond,11,3/6/2017,2017,14.17,142.57
Richmond,11,30/5/2021,2021,17.9,138.37
Richmond,11,31/5/2014,2014,7.12,126.04
Richmond,11,31/5/2019,2019,9.8,135.07
Richmond,11,8/8/2020,2020,11.6,109.97
Richmond,11,9/6/2012,2012,9.12,154.24
Richmond,12,12/6/2016,2016,17.12,151.21
Richmond,12,15/6/2013,2013,16.14,162.75
Richmond,12,16/6/2012,2012,11.2,165.44
Richmond,12,17/8/2020,2020,8.5,118.47
Richmond,12,19/6/2015,2015,10.1,136.69
Richmond,12,4/6/2023,2023,16.14,140.99
Richmond,12,5/6/2021,2021,19.9,158.27
Richmond,12,7/6/2019,2019,5.7,140.77
Richmond,12,8/6/2014,2014,13.1,139.14
Richmond,12,8/6/2018,2018,8.1,171.62
Richmond,13,10/6/2023,2023,12.13,153.12
Richmond,13,13/6/2019,2019,9.14,149.91
Richmond,13,13/6/2021,2021,12.9,171.17
Richmond,13,14/6/2014,2014,12.13,151.27
Richmond,13,17/6/2017,2017,10.11,152.68
Richmond,13,17/6/2018,2018,12.11,183.73
Richmond,13,22/6/2013,2013,17.19,179.94
Richmond,13,22/8/2020,2020,10.13,128.6
Richmond,13,26/6/2015,2015,14.11,150.79999999999998
Richmond,13,9/6/2022,2022,11.11,174.19
Richmond,14,16/6/2022,2022,11.15,185.34
Richmond,14,17/6/2023,2023,13.12,166.24
Richmond,14,20/6/2014,2014,7.9,159.17000000000002
Richmond,14,25/6/2016,2016,17.15,168.36
Richmond,14,25/6/2017,2017,11.18,163.86
Richmond,14,27/8/2020,2020,14.4,143.0
Richmond,14,30/6/2012,2012,13.9,179.34
Richmond,14,30/6/2013,2013,17.17,197.11
Richmond,14,4/7/2015,2015,10.18,160.98
Richmond,15,1/7/2016,2016,8.8,177.16
Richmond,15,1/7/2017,2017,11.1,174.96
Richmond,15,10/7/2015,2015,10.11,171.09
Richmond,15,2/9/2020,2020,8.8,151.8
Richmond,15,25/6/2021,2021,2.1,173.27
Richmond,15,25/6/2022,2022,13.8,199.14
Richmond,15,28/6/2014,2014,18.9,178.07
Richmond,15,28/6/2018,2018,14.9,198.63
Richmond,15,30/6/2019,2019,16.7,166.61
Richmond,15,6/7/2013,2013,8.18,205.29000000000002
Richmond,15,7/7/2012,2012,13.23,192.57
Richmond,16,1/7/2021,2021,10.7,183.97
Richmond,16,13/7/2013,2013,6.17,211.46
Richmond,16,14/7/2012,2012,13.1,205.67
Richmond,16,19/7/2015,2015,13.11,184.2
Richmond,16,29/6/2023,2023,7.11,173.35
Richmond,16,3/7/2022,2022,20.8,219.94
Richmond,16,5/7/2014,2014,12.7,190.77
Richmond,16,6/7/2018,2018,15.13,213.76
Richmond,16,6/7/2019,2019,23.12,189.73000000000002
Richmond,16,8/7/2017,2017,10.11,185.07
Richmond,16,9/7/2016,2016,11.9,189.06
Richmond,17,11/7/2021,2021,11.5,195.47
Richmond,17,11/9/2020,2020,7.15,158.95
Richmond,17,13/7/2014,2014,19.12,209.89
Richmond,17,14/7/2018,2018,10.17,223.93
Richmond,17,14/7/2019,2019,13.16,202.89000000000001
Richmond,17,16/7/2016,2016,16.6,205.66
Richmond,17,16/7/2017,2017,16.16,201.23000000000002
Richmond,17,21/7/2013,2013,12.12,223.58
Richmond,17,22/7/2012,2012,14.15,219.82
Richmond,17,25/7/2015,2015,10.18,194.38
Richmond,17,6/7/2023,2023,12.16,185.51
Richmond,17,9/7/2022,2022,13.14,233.07999999999998
Richmond,18,16/7/2021,2021,16.1,211.57
Richmond,18,16/7/2022,2022,11.22,244.3
Richmond,18,16/7/2023,2023,14.14,199.65
Richmond,18,19/9/2020,2020,12.5,171.45
Richmond,18,20/7/2018,2018,16.15,240.08
Richmond,18,20/7/2019,2019,15.11,218.0
Richmond,18,23/7/2017,2017,9.1,210.33
Richmond,18,24/7/2016,2016,5.14,210.8
Richmond,18,25/7/2014,2014,8.11,218.0
Richmond,18,28/7/2012,2012,13.13,232.95
Richmond,18,28/7/2013,2013,9.9,233.48000000000002
Richmond,18,31/7/2015,2015,10.11,204.48999999999998
Richmond,19,2/8/2014,2014,13.11,231.11
Richmond,19,22/7/2022,2022,7.1,251.4
Richmond,19,22/7/2023,2023,14.12,213.77
Richmond,19,25/7/2021,2021,8.9,220.47
Richmond,19,26/7/2019,2019,14.14,232.14000000000001
Richmond,19,28/7/2018,2018,16.9,256.98
Richmond,19,29/7/2017,2017,14.14,224.47
Richmond,19,3/8/2013,2013,16.11,249.59
Richmond,19,30/7/2016,2016,3.5,214.3
Richmond,19,4/8/2012,2012,20.12,253.07
Richmond,19,7/8/2015,2015,8.4,212.89
Richmond,20,1/8/2021,2021,6.15,226.62
Richmond,20,10/8/2013,2013,14.13,263.72
Richmond,20,12/8/2012,2012,22.18,275.25
Richmond,20,16/8/2015,2015,22.6,235.49
Richmond,20,3/8/2018,2018,12.13,269.11
Richmond,20,3/8/2019,2019,13.15,245.29
Richmond,20,30/7/2023,2023,15.8,229.57
Richmond,20,31/7/2022,2022,15.14,266.54
Richmond,20,5/8/2016,2016,14.8,229.1
Richmond,20,6/8/2017,2017,13.15,237.62
Richmond,20,8/8/2014,2014,14.11,245.22
Richmond,21,11/8/2018,2018,19.11,288.22
Richmond,21,11/8/2019,2019,11.7,256.99
Richmond,21,12/8/2017,2017,9.12,246.74
Richmond,21,14/8/2016,2016,12.6,241.70000000000002
Richmond,21,16/8/2014,2014,10.19,255.41
Richmond,21,17/8/2013,2013,14.12,277.84000000000003
Richmond,21,18/8/2012,2012,11.6,286.85
Richmond,21,22/8/2015,2015,23.9,259.39
Richmond,21,4/8/2023,2023,10.11,239.68
Richmond,21,6/8/2022,2022,16.13,282.67
Richmond,21,7/8/2021,2021,13.11,239.73
Richmond,22,13/8/2021,2021,10.7,250.43
Richmond,22,13/8/2023,2023,8.9,248.58
Richmond,22,14/8/2022,2022,20.8,303.47
Richmond,22,17/8/2018,2018,12.9,301.12
Richmond,22,18/8/2019,2019,13.1,270.09000000000003
Richmond,22,20/8/2016,2016,6.1,247.8
Richmond,22,20/8/2017,2017,25.5,272.24
Richmond,22,24/8/2012,2012,13.24,300.09
Richmond,22,24/8/2014,2014,15.8,271.21
Richmond,22,25/8/2013,2013,25.13,302.97
Richmond,22,29/8/2015,2015,10.14,269.53
Richmond,23,19/8/2023,2023,14.17,262.75
Richmond,23,2/9/2012,2012,16.1,316.19
Richmond,23,20/8/2022,2022,21.15,324.62
Richmond,23,21/8/2021,2021,12.11,262.54
Richmond,23,25/8/2018,2018,15.8,316.92
Richmond,23,25/8/2019,2019,12.1,282.19
Richmond,23,27/8/2016,2016,7.9,255.70000000000002
Richmond,23,27/8/2017,2017,19.8,292.04
Richmond,23,30/8/2014,2014,10.8,282.01
Richmond,23,31/8/2013,2013,15.14,318.11
Richmond,23,4/9/2015,2015,16.12,285.65
Richmond,24,27/8/2023,2023,8.15,270.9
Richmond,25,1/9/2022,2022,16.8,341.42
Richmond,25,13/9/2015,2015,14.4,300.05
Richmond,25,7/9/2014,2014,11.9,293.91
Richmond,25,8/9/2013,2013,14.12,332.23
Richmond,26,2/10/2020,2020,8.6,180.05
Richmond,26,6/9/2018,2018,13.17,330.09
Richmond,26,7/9/2019,2019,18.4,300.59000000000003
Richmond,26,8/9/2017,2017,13.13,305.17
Richmond,27,9/10/2020,2020,12.8,192.85
Richmond,28,16/10/2020,2020,6.1,198.95
Richmond,28,20/9/2019,2019,12.13,312.72
Richmond,28,21/9/2018,2018,8.1,338.19
Richmond,28,23/9/2017,2017,15.13,320.3
Richmond,29,24/10/2020,2020,12.9,211.85
Richmond,29,28/9/2019,2019,17.12,329.84000000000003
Richmond,29,30/9/2017,2017,16.12,336.42
St Kilda,1,1/4/2012,2012,13.7,13.7
St Kilda,1,18/3/2022,2022,12.13,12.13
St Kilda,1,19/3/2023,2023,10.7,10.7
St Kilda,1,21/3/2021,2021,13.8,13.8
St Kilda,1,22/3/2014,2014,10.8,10.8
St Kilda,1,22/3/2020,2020,7.12,7.12
St Kilda,1,24/3/2018,2018,16.11,16.11
St Kilda,1,24/3/2019,2019,13.7,13.7
St Kilda,1,25/3/2017,2017,13.12,13.12
St Kilda,1,27/3/2016,2016,15.1,15.1
St Kilda,1,30/3/2013,2013,10.17,10.17
St Kilda,1,5/4/2015,2015,11.12,11.12
St Kilda,2,1/4/2017,2017,13.19,26.31
St Kilda,2,11/4/2015,2015,16.8,27.92
St Kilda,2,14/6/2020,2020,14.4,21.52
St Kilda,2,2/4/2016,2016,5.6,20.7
St Kilda,2,25/3/2023,2023,14.8,25.5
St Kilda,2,27/3/2021,2021,11.7,25.5
St Kilda,2,27/3/2022,2022,9.11,21.240000000000002
St Kilda,2,29/3/2014,2014,15.5,26.3
St Kilda,2,30/3/2018,2018,5.13,21.24
St Kilda,2,30/3/2019,2019,10.16,23.86
St Kilda,2,5/4/2013,2013,12.1,22.27
St Kilda,2,8/4/2012,2012,21.13,34.83
St Kilda,3,1/4/2023,2023,14.8,40.3
St Kilda,3,13/4/2013,2013,21.14,43.41
St Kilda,3,14/4/2012,2012,15.13,49.96
St Kilda,3,17/4/2015,2015,10.6,38.519999999999996
St Kilda,3,20/6/2020,2020,5.7,27.220000000000002
St Kilda,3,3/4/2021,2021,9.14,34.64
St Kilda,3,3/4/2022,2022,18.9,40.14
St Kilda,3,5/4/2014,2014,8.1,34.4
St Kilda,3,7/4/2018,2018,7.13,28.369999999999997
St Kilda,3,7/4/2019,2019,9.12,32.98
St Kilda,3,9/4/2016,2016,18.11,38.81
St Kilda,3,9/4/2017,2017,14.23,40.54
St Kilda,4,10/4/2021,2021,15.12,49.76
St Kilda,4,10/4/2022,2022,22.1,62.24
St Kilda,4,13/4/2014,2014,7.8,42.2
St Kilda,4,14/4/2019,2019,10.14,43.12
St Kilda,4,15/4/2018,2018,7.14,35.51
St Kilda,4,16/4/2016,2016,13.6,52.41
St Kilda,4,16/4/2017,2017,9.15,49.69
St Kilda,4,20/4/2012,2012,11.13,61.09
St Kilda,4,20/4/2013,2013,13.13,56.54
St Kilda,4,25/4/2015,2015,12.9,51.42
St Kilda,4,27/6/2020,2020,15.3,42.52
St Kilda,4,8/4/2023,2023,17.11,57.41
St Kilda,5,15/4/2021,2021,7.6,57.36
St Kilda,5,16/4/2022,2022,13.9,76.14
St Kilda,5,16/4/2023,2023,9.1,66.51
St Kilda,5,19/4/2014,2014,11.15,53.35
St Kilda,5,2/7/2020,2020,11.7,54.22
St Kilda,5,20/4/2019,2019,15.5,58.62
St Kilda,5,21/4/2018,2018,10.13,45.64
St Kilda,5,23/4/2017,2017,13.1,62.79
St Kilda,5,24/4/2016,2016,12.7,65.11
St Kilda,5,25/4/2013,2013,9.9,66.44
St Kilda,5,28/4/2012,2012,12.12,73.21
St Kilda,5,3/5/2015,2015,11.14,62.56
St Kilda,6,11/7/2020,2020,11.7,65.92
St Kilda,6,22/4/2022,2022,10.17,86.31
St Kilda,6,23/4/2023,2023,12.1,78.61
St Kilda,6,25/4/2014,2014,11.13,64.48
St Kilda,6,25/4/2021,2021,5.9,63.26
St Kilda,6,27/4/2019,2019,10.8,69.42
St Kilda,6,28/4/2018,2018,7.12,52.76
St Kilda,6,29/4/2017,2017,19.16,81.95
St Kilda,6,3/5/2013,2013,11.11,77.55
St Kilda,6,30/4/2016,2016,20.15,85.25999999999999
St Kilda,6,5/5/2012,2012,13.1,86.31
St Kilda,6,9/5/2015,2015,14.1,76.66
St Kilda,7,1/5/2021,2021,19.14,82.4
St Kilda,7,13/5/2013,2013,11.11,88.66
St Kilda,7,14/5/2012,2012,19.8,106.11
St Kilda,7,16/5/2015,2015,10.13,86.78999999999999
St Kilda,7,20/7/2020,2020,12.6,78.52
St Kilda,7,28/4/2023,2023,11.1,89.71
St Kilda,7,3/5/2014,2014,4.6,69.08
St Kilda,7,30/4/2022,2022,4.18,90.49000000000001
St Kilda,7,4/5/2019,2019,10.1,79.52
St Kilda,7,5/5/2017,2017,16.12,98.07
St Kilda,7,6/5/2018,2018,9.13,61.89
St Kilda,7,8/5/2016,2016,11.9,97.16
St Kilda,8,11/5/2019,2019,10.1,89.62
St Kilda,8,12/5/2014,2014,9.15,78.23
St Kilda,8,12/5/2018,2018,8.11,70.0
St Kilda,8,13/5/2017,2017,12.13,110.2
St Kilda,8,15/5/2016,2016,3.11,100.27
St Kilda,8,19/5/2013,2013,6.11,94.77
St Kilda,8,20/5/2012,2012,13.13,119.24
St Kilda,8,23/5/2015,2015,12.6,99.39
St Kilda,8,25/7/2020,2020,12.1,90.62
St Kilda,8,7/5/2023,2023,8.16,97.87
St Kilda,8,8/5/2021,2021,8.15,90.55
St Kilda,8,8/5/2022,2022,8.7,99.19
St Kilda,9,1/8/2020,2020,15.11,105.73
St Kilda,9,14/5/2021,2021,5.17,95.72
St Kilda,9,14/5/2022,2022,13.12,112.31
St Kilda,9,14/5/2023,2023,10.9,108.77
St Kilda,9,18/5/2014,2014,13.9,92.13
St Kilda,9,18/5/2019,2019,10.11,99.73
St Kilda,9,19/5/2018,2018,10.12,80.12
St Kilda,9,20/5/2017,2017,10.8,121.0
St Kilda,9,22/5/2016,2016,16.13,116.4
St Kilda,9,25/5/2013,2013,15.11,109.88
St Kilda,9,26/5/2012,2012,16.15,135.39
St Kilda,9,31/5/2015,2015,16.12,115.50999999999999
St Kilda,10,1/6/2012,2012,16.17,151.56
St Kilda,10,2/6/2013,2013,10.5,120.38
St Kilda,10,21/5/2022,2022,14.6,126.91
St Kilda,10,21/5/2023,2023,13.14,121.91
St Kilda,10,22/5/2021,2021,5.3,101.02
St Kilda,10,26/5/2018,2018,12.5,92.62
St Kilda,10,26/5/2019,2019,9.14,108.87
St Kilda,10,27/5/2017,2017,7.8,128.8
St Kilda,10,28/5/2016,2016,15.11,131.51
St Kilda,10,6/8/2020,2020,12.6,118.33
St Kilda,10,7/6/2015,2015,10.9,126.41
St Kilda,11,10/8/2020,2020,4.1,122.43
St Kilda,11,14/6/2015,2015,12.13,138.54
St Kilda,11,2/6/2018,2018,14.4,107.02
St Kilda,11,2/6/2019,2019,9.15,118.02
St Kilda,11,27/5/2023,2023,12.6,134.51
St Kilda,11,29/5/2021,2021,12.16,113.18
St Kilda,11,29/5/2022,2022,16.7,143.61
St Kilda,11,30/5/2014,2014,8.6,100.73
St Kilda,11,5/6/2016,2016,6.9,138.41
St Kilda,11,9/6/2012,2012,21.18,172.74
St Kilda,11,9/6/2013,2013,11.14,131.52
St Kilda,12,12/6/2016,2016,17.8,156.21
St Kilda,12,15/6/2012,2012,16.15,188.89
St Kilda,12,16/8/2020,2020,10.8,133.23
St Kilda,12,5/6/2021,2021,12.11,125.28999999999999
St Kilda,12,7/6/2014,2014,9.5,110.23
St Kilda,12,9/6/2017,2017,7.12,135.92000000000002
St Kilda,12,9/6/2018,2018,7.13,114.15
St Kilda,13,11/6/2022,2022,8.9,152.51
St Kilda,13,12/6/2021,2021,8.12,133.41
St Kilda,13,15/6/2014,2014,5.7,115.93
St Kilda,13,15/6/2019,2019,11.14,129.16
St Kilda,13,16/6/2017,2017,12.17,148.09
St Kilda,13,16/6/2018,2018,11.14,125.28999999999999
St Kilda,13,22/6/2013,2013,16.8,148.32
St Kilda,13,23/8/2020,2020,7.6,140.83
St Kilda,13,27/6/2015,2015,7.14,145.68
St Kilda,13,8/6/2023,2023,12.8,147.31
St Kilda,14,1/7/2012,2012,15.13,204.02
St Kilda,14,17/6/2022,2022,11.6,164.11
St Kilda,14,17/6/2023,2023,11.4,158.71
St Kilda,14,22/6/2014,2014,10.1,126.03
St Kilda,14,22/6/2019,2019,8.11,137.27
St Kilda,14,25/6/2016,2016,14.9,171.11
St Kilda,14,25/6/2017,2017,14.19,162.28
St Kilda,14,29/8/2020,2020,7.7,148.53
St Kilda,14,30/6/2013,2013,8.7,157.02
St Kilda,14,5/7/2015,2015,25.12,170.8
St Kilda,15,1/7/2018,2018,18.11,143.4
St Kilda,15,12/7/2015,2015,6.13,176.93
St Kilda,15,2/7/2016,2016,8.2,179.31
St Kilda,15,2/7/2017,2017,12.17,174.45
St Kilda,15,23/6/2023,2023,8.8,167.51
St Kilda,15,25/6/2021,2021,9.8,143.21
St Kilda,15,25/6/2022,2022,4.8,168.91
St Kilda,15,28/6/2014,2014,11.7,137.73
St Kilda,15,30/6/2019,2019,10.1,147.37
St Kilda,15,7/7/2012,2012,21.7,225.72
St Kilda,15,7/7/2013,2013,11.4,168.42
St Kilda,16,1/7/2022,2022,14.9,183.81
St Kilda,16,10/7/2016,2016,17.7,197.01
St Kilda,16,13/7/2013,2013,10.14,178.56
St Kilda,16,14/7/2012,2012,16.9,242.62
St Kilda,16,19/7/2015,2015,10.13,187.06
St Kilda,16,2/7/2023,2023,12.13,179.64000000000001
St Kilda,16,4/7/2021,2021,10.1,153.31
St Kilda,16,6/7/2014,2014,10.6,148.33
St Kilda,16,6/9/2020,2020,11.14,159.67000000000002
St Kilda,16,7/7/2018,2018,7.8,151.2
St Kilda,16,7/7/2019,2019,11.7,159.07
St Kilda,16,8/7/2017,2017,21.12,195.57
St Kilda,17,10/7/2021,2021,14.11,167.42
St Kilda,17,10/9/2020,2020,6.14,165.81
St Kilda,17,12/7/2014,2014,3.15,151.48
St Kilda,17,13/7/2018,2018,16.2,167.4
St Kilda,17,13/7/2019,2019,8.9,167.97
St Kilda,17,14/7/2017,2017,7.15,202.72
St Kilda,17,17/7/2016,2016,15.2,212.21
St Kilda,17,20/7/2013,2013,13.14,191.7
St Kilda,17,22/7/2012,2012,10.16,252.78
St Kilda,17,26/7/2015,2015,12.11,199.17000000000002
St Kilda,17,8/7/2023,2023,8.1,187.74
St Kilda,17,9/7/2022,2022,10.1,193.91
St Kilda,18,15/7/2022,2022,7.14,201.05
St Kilda,18,15/7/2023,2023,8.3,196.04
St Kilda,18,17/7/2021,2021,8.13,175.55
St Kilda,18,18/9/2020,2020,12.1,177.91
St Kilda,18,19/7/2014,2014,17.16,168.64
St Kilda,18,2/8/2015,2015,6.13,205.3
St Kilda,18,20/7/2018,2018,8.9,176.3
St Kilda,18,21/7/2019,2019,17.14,185.11
St Kilda,18,22/7/2017,2017,9.5,212.22
St Kilda,18,23/7/2016,2016,11.9,224.10999999999999
St Kilda,18,27/7/2013,2013,5.6,197.3
St Kilda,18,29/7/2012,2012,16.22,269.0
St Kilda,19,2/8/2014,2014,9.1,177.74
St Kilda,19,23/7/2023,2023,9.15,205.19
St Kilda,19,24/7/2021,2021,13.8,189.35
St Kilda,19,24/7/2022,2022,14.6,215.65
St Kilda,19,27/7/2019,2019,15.14,200.25
St Kilda,19,28/7/2018,2018,8.13,184.43
St Kilda,19,29/7/2017,2017,8.13,220.35
St Kilda,19,3/8/2013,2013,11.11,208.41
St Kilda,19,30/7/2016,2016,8.14,232.25
St Kilda,19,4/8/2012,2012,13.7,282.7
St Kilda,19,9/8/2015,2015,8.11,213.41
St Kilda,20,10/8/2014,2014,15.9,193.64
St Kilda,20,11/8/2012,2012,16.11,298.81
St Kilda,20,15/8/2015,2015,11.17,224.58
St Kilda,20,3/8/2019,2019,10.1,210.35
St Kilda,20,30/7/2021,2021,12.9,202.25
St Kilda,20,30/7/2022,2022,10.15,225.8
St Kilda,20,30/7/2023,2023,19.8,224.99
St Kilda,20,4/8/2018,2018,9.14,193.57
St Kilda,20,6/8/2017,2017,15.13,235.48
St Kilda,20,7/8/2016,2016,19.8,252.05
St Kilda,20,9/8/2013,2013,7.14,215.55
St Kilda,21,10/8/2018,2018,11.13,204.7
St Kilda,21,11/8/2019,2019,10.12,220.47
St Kilda,21,13/8/2016,2016,11.1,263.15
St Kilda,21,13/8/2017,2017,10.12,245.6
St Kilda,21,16/8/2014,2014,8.8,202.44
St Kilda,21,17/8/2012,2012,11.15,309.96
St Kilda,21,18/8/2013,2013,8.11,223.66
St Kilda,21,22/8/2015,2015,14.13,238.71
St Kilda,21,6/8/2022,2022,10.5,236.3
St Kilda,21,6/8/2023,2023,8.6,233.59
St Kilda,21,7/8/2021,2021,14.9,217.15
St Kilda,22,12/8/2022,2022,9.12,245.42
St Kilda,22,13/8/2023,2023,14.9,248.49
St Kilda,22,14/8/2021,2021,11.5,228.65
St Kilda,22,17/8/2019,2019,10.8,231.27
St Kilda,22,18/8/2018,2018,11.1,215.8
St Kilda,22,20/8/2016,2016,7.13,270.28
St Kilda,22,20/8/2017,2017,18.19,263.79
St Kilda,22,24/8/2014,2014,10.12,212.56
St Kilda,22,25/8/2012,2012,25.13,335.09
St Kilda,22,25/8/2013,2013,17.14,240.8
St Kilda,22,30/8/2015,2015,4.14,242.85
St Kilda,23,19/8/2023,2023,12.16,260.65
St Kilda,23,2/9/2012,2012,16.1,351.19
St Kilda,23,21/8/2022,2022,11.8,257.22
St Kilda,23,22/8/2021,2021,17.5,246.15
St Kilda,23,24/8/2019,2019,8.16,239.43
St Kilda,23,26/8/2018,2018,14.1,229.9
St Kilda,23,27/8/2017,2017,12.9,276.69
St Kilda,23,28/8/2016,2016,25.11,295.39
St Kilda,23,31/8/2013,2013,16.16,256.96
St Kilda,23,31/8/2014,2014,9.8,222.36
St Kilda,23,5/9/2015,2015,4.6,247.45
St Kilda,24,26/8/2023,2023,9.6,270.25
St Kilda,25,3/10/2020,2020,10.7,188.61
St Kilda,25,9/9/2023,2023,11.11,281.36
St Kilda,27,9/10/2020,2020,6.13,194.74
Sydney,1,15/3/2014,2014,9.13,9.13
Sydney,1,18/3/2023,2023,16.14,16.14
Sydney,1,19/3/2022,2022,17.1,17.1
Sydney,1,20/3/2021,2021,19.11,19.11
Sydney,1,21/3/2020,2020,11.8,11.8
Sydney,1,23/3/2019,2019,9.11,9.11
Sydney,1,24/3/2012,2012,14.16,14.16
Sydney,1,25/3/2017,2017,12.1,12.1
Sydney,1,25/3/2018,2018,18.7,18.7
Sydney,1,26/3/2016,2016,18.25,18.25
Sydney,1,30/3/2013,2013,16.1,16.1
Sydney,1,4/4/2015,2015,10.12,10.12
Sydney,2,1/4/2018,2018,10.11,28.81
Sydney,2,11/4/2015,2015,14.8,24.92
Sydney,2,14/6/2020,2020,11.7,23.5
Sydney,2,25/3/2022,2022,17.5,34.6
Sydney,2,26/3/2023,2023,17.16,33.3
Sydney,2,27/3/2021,2021,18.13,37.239999999999995
Sydney,2,29/3/2014,2014,10.9,20.03
Sydney,2,29/3/2019,2019,8.14,17.25
Sydney,2,3/4/2016,2016,20.11,38.36
Sydney,2,31/3/2017,2017,13.9,26.0
Sydney,2,6/4/2013,2013,17.12,33.22
Sydney,2,7/4/2012,2012,14.1,28.259999999999998
Sydney,3,13/4/2013,2013,20.11,53.33
Sydney,3,14/4/2012,2012,16.9,45.16
Sydney,3,18/4/2015,2015,16.15,41.07
Sydney,3,2/4/2023,2023,12.12,45.42
Sydney,3,20/6/2020,2020,10.11,33.61
Sydney,3,3/4/2021,2021,17.15,54.39
Sydney,3,31/3/2022,2022,9.6,44.2
Sydney,3,5/4/2014,2014,21.8,41.83
Sydney,3,6/4/2019,2019,14.9,32.15
Sydney,3,7/4/2017,2017,11.13,37.13
Sydney,3,7/4/2018,2018,16.7,45.51
Sydney,3,9/4/2016,2016,14.9,53.26
Sydney,4,11/4/2019,2019,11.12,43.269999999999996
Sydney,4,13/4/2014,2014,6.12,47.95
Sydney,4,13/4/2017,2017,10.5,47.63
Sydney,4,14/4/2018,2018,13.8,59.31
Sydney,4,16/4/2016,2016,15.13,68.39
Sydney,4,19/4/2013,2013,16.7,70.03
Sydney,4,22/4/2012,2012,17.11,62.269999999999996
Sydney,4,25/4/2015,2015,8.12,49.19
Sydney,4,25/6/2020,2020,5.9,39.51
Sydney,4,8/4/2021,2021,11.17,65.56
Sydney,4,8/4/2023,2023,9.1,54.519999999999996
Sydney,4,9/4/2022,2022,13.8,58.0
Sydney,5,14/4/2023,2023,18.14,72.66
Sydney,5,15/4/2022,2022,18.13,76.13
Sydney,5,17/4/2021,2021,10.9,76.46
Sydney,5,19/4/2014,2014,13.14,61.09
Sydney,5,2/5/2015,2015,10.13,59.32
Sydney,5,20/4/2018,2018,10.15,69.46
Sydney,5,20/4/2019,2019,10.7,53.97
Sydney,5,22/4/2017,2017,9.9,57.53
Sydney,5,23/4/2016,2016,12.16,80.55
Sydney,5,25/4/2013,2013,11.13,81.16
Sydney,5,29/4/2012,2012,16.1,78.37
Sydney,5,4/7/2020,2020,6.7,46.21
Sydney,6,1/5/2016,2016,15.7,96.25
Sydney,6,12/7/2020,2020,3.8,50.01
Sydney,6,22/4/2023,2023,5.7,78.36
Sydney,6,24/4/2021,2021,9.6,86.06
Sydney,6,25/4/2022,2022,16.13,92.26
Sydney,6,26/4/2014,2014,9.15,70.24000000000001
Sydney,6,27/4/2019,2019,12.7,66.67
Sydney,6,28/4/2018,2018,12.14,81.6
Sydney,6,29/4/2017,2017,11.12,68.65
Sydney,6,5/5/2012,2012,14.1,92.47
Sydney,6,5/5/2013,2013,17.13,98.28999999999999
Sydney,6,9/5/2015,2015,12.16,71.48
Sydney,7,1/5/2021,2021,14.6,100.66
Sydney,7,1/5/2022,2022,13.11,105.37
Sydney,7,11/5/2013,2013,12.1,110.39
Sydney,7,12/5/2012,2012,8.14,100.61
Sydney,7,16/5/2015,2015,18.12,89.6
Sydney,7,18/7/2020,2020,9.6,59.61
Sydney,7,29/4/2023,2023,16.1,94.46000000000001
Sydney,7,3/5/2014,2014,18.15,88.39
Sydney,7,4/5/2019,2019,12.9,79.57
Sydney,7,5/5/2018,2018,9.12,90.72
Sydney,7,7/5/2016,2016,20.15,116.4
Sydney,7,7/5/2017,2017,20.15,88.8
Sydney,8,10/5/2019,2019,11.11,90.67999999999999
Sydney,8,11/5/2018,2018,12.7,103.42
Sydney,8,14/5/2016,2016,15.1,131.5
Sydney,8,14/5/2017,2017,18.12,106.92
Sydney,8,18/5/2013,2013,11.4,121.78999999999999
Sydney,8,19/5/2012,2012,21.12,121.72999999999999
Sydney,8,23/5/2015,2015,11.7,101.3
Sydney,8,25/7/2020,2020,9.6,69.21
Sydney,8,7/5/2022,2022,8.13,113.5
Sydney,8,7/5/2023,2023,6.12,100.58
Sydney,8,8/5/2021,2021,8.1,108.75999999999999
Sydney,8,9/5/2014,2014,15.17,103.56
Sydney,9,1/8/2020,2020,6.12,75.33
Sydney,9,13/5/2023,2023,13.8,114.38
Sydney,9,14/5/2022,2022,14.21,127.71000000000001
Sydney,9,15/5/2021,2021,10.12,118.88
Sydney,9,16/5/2014,2014,18.6,122.16
Sydney,9,18/5/2019,2019,11.11,101.78999999999999
Sydney,9,19/5/2018,2018,17.9,121.32
Sydney,9,20/5/2016,2016,10.9,142.4
Sydney,9,20/5/2017,2017,18.1,125.02
Sydney,9,24/5/2013,2013,15.12,136.91
Sydney,9,26/5/2012,2012,12.11,133.84
Sydney,9,29/5/2015,2015,19.8,121.1
Sydney,10,1/6/2013,2013,17.13,154.04
